LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.0
Amygdala;DICE;STD;0.0
Amygdala;HDRFDST;MEAN;inf
Amygdala;HDRFDST;STD;nan
GreyMatter;DICE;MEAN;0.004531582506562457
GreyMatter;DICE;STD;0.00461898933281833
GreyMatter;HDRFDST;MEAN;48.56803187952839
GreyMatter;HDRFDST;STD;18.642593149803872
Hippocampus;DICE;MEAN;0.015129513143656922
Hippocampus;DICE;STD;0.00216327546789279
Hippocampus;HDRFDST;MEAN;73.09075437987798
Hippocampus;HDRFDST;STD;2.4169452166626617
Thalamus;DICE;MEAN;0.048152220427410346
Thalamus;DICE;STD;0.009144791127567732
Thalamus;HDRFDST;MEAN;59.31055833668802
Thalamus;HDRFDST;STD;2.6187152938657814
WhiteMatter;DICE;MEAN;0.0
WhiteMatter;DICE;STD;0.0
WhiteMatter;HDRFDST;MEAN;inf
WhiteMatter;HDRFDST;STD;nan
