LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.38460405281422905
Amygdala;DICE;STD;0.04186052946033132
Amygdala;HDRFDST;MEAN;11.982293057936554
Amygdala;HDRFDST;STD;1.313260474439667
GreyMatter;DICE;MEAN;0.7006301627077662
GreyMatter;DICE;STD;0.016459965081417397
GreyMatter;HDRFDST;MEAN;2.3869528027964257
GreyMatter;HDRFDST;STD;0.6726487324170658
Hippocampus;DICE;MEAN;0.3166463015873114
Hippocampus;DICE;STD;0.02067990309850181
Hippocampus;HDRFDST;MEAN;14.16680633760205
Hippocampus;HDRFDST;STD;0.8376145849245253
Thalamus;DICE;MEAN;0.59951886848802
Thalamus;DICE;STD;0.02868749403247665
Thalamus;HDRFDST;MEAN;11.180149880940922
Thalamus;HDRFDST;STD;2.5108262862445647
WhiteMatter;DICE;MEAN;0.8036766782592863
WhiteMatter;DICE;STD;0.04239481164676984
WhiteMatter;HDRFDST;MEAN;2.8099057319927305
WhiteMatter;HDRFDST;STD;0.674114068473873
