LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.09692764338182362
Amygdala;DICE;STD;0.01353827348728462
Amygdala;HDRFDST;MEAN;65.2072998580768
Amygdala;HDRFDST;STD;0.9529140668795556
GreyMatter;DICE;MEAN;0.30613730447196713
GreyMatter;DICE;STD;0.011182288916832674
GreyMatter;HDRFDST;MEAN;38.889774517592315
GreyMatter;HDRFDST;STD;0.5342639523942032
Hippocampus;DICE;MEAN;0.07018925672597906
Hippocampus;DICE;STD;0.006742401453586053
Hippocampus;HDRFDST;MEAN;62.38011694439026
Hippocampus;HDRFDST;STD;1.0821321565288664
Thalamus;DICE;MEAN;0.5567983360577209
Thalamus;DICE;STD;0.02056096669152546
Thalamus;HDRFDST;MEAN;28.774014952497197
Thalamus;HDRFDST;STD;16.981050129879133
WhiteMatter;DICE;MEAN;0.33486798466430673
WhiteMatter;DICE;STD;0.018059935543430185
WhiteMatter;HDRFDST;MEAN;45.18765663722593
WhiteMatter;HDRFDST;STD;0.7250431960728236
