LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.35347954019412675
Amygdala;DICE;STD;0.052396243383088306
Amygdala;HDRFDST;MEAN;12.327648877326606
Amygdala;HDRFDST;STD;1.0387844614490864
GreyMatter;DICE;MEAN;0.7064815130238945
GreyMatter;DICE;STD;0.010395049549281206
GreyMatter;HDRFDST;MEAN;2.3877447403254584
GreyMatter;HDRFDST;STD;0.3855840440787316
Hippocampus;DICE;MEAN;0.26489605331140575
Hippocampus;DICE;STD;0.03538558141376835
Hippocampus;HDRFDST;MEAN;18.434963395390508
Hippocampus;HDRFDST;STD;3.3618632647108035
Thalamus;DICE;MEAN;0.5712027524403496
Thalamus;DICE;STD;0.04182366006705987
Thalamus;HDRFDST;MEAN;17.602100222865953
Thalamus;HDRFDST;STD;3.723716925893045
WhiteMatter;DICE;MEAN;0.8056755800709139
WhiteMatter;DICE;STD;0.030922576272138253
WhiteMatter;HDRFDST;MEAN;3.4537563385442795
WhiteMatter;HDRFDST;STD;0.819492009701873
