LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.38340767639966095
Amygdala;DICE;STD;0.04344350788982946
Amygdala;HDRFDST;MEAN;12.062246151375337
Amygdala;HDRFDST;STD;1.3046906850402864
GreyMatter;DICE;MEAN;0.6990851879561616
GreyMatter;DICE;STD;0.01669784401763281
GreyMatter;HDRFDST;MEAN;2.376769091273399
GreyMatter;HDRFDST;STD;0.6332208830790576
Hippocampus;DICE;MEAN;0.32058049531628086
Hippocampus;DICE;STD;0.023357622650966862
Hippocampus;HDRFDST;MEAN;13.840785434081607
Hippocampus;HDRFDST;STD;0.9394991046905973
Thalamus;DICE;MEAN;0.598969504141529
Thalamus;DICE;STD;0.027810735074814467
Thalamus;HDRFDST;MEAN;10.366532875923445
Thalamus;HDRFDST;STD;2.0457263092599454
WhiteMatter;DICE;MEAN;0.8022288938609894
WhiteMatter;DICE;STD;0.04422637716714742
WhiteMatter;HDRFDST;MEAN;2.886235007909817
WhiteMatter;HDRFDST;STD;0.7547499447603947
