LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.0
Amygdala;DICE;STD;0.0
Amygdala;HDRFDST;MEAN;inf
Amygdala;HDRFDST;STD;nan
GreyMatter;DICE;MEAN;0.0
GreyMatter;DICE;STD;0.0
GreyMatter;HDRFDST;MEAN;inf
GreyMatter;HDRFDST;STD;nan
Hippocampus;DICE;MEAN;0.00990282424705636
Hippocampus;DICE;STD;0.0006112302431264451
Hippocampus;HDRFDST;MEAN;73.92155061952175
Hippocampus;HDRFDST;STD;2.589276734048287
Thalamus;DICE;MEAN;0.06404047675715936
Thalamus;DICE;STD;0.020214073163913496
Thalamus;HDRFDST;MEAN;58.61176247130667
Thalamus;HDRFDST;STD;3.4873055511565942
WhiteMatter;DICE;MEAN;0.0
WhiteMatter;DICE;STD;0.0
WhiteMatter;HDRFDST;MEAN;inf
WhiteMatter;HDRFDST;STD;nan
