LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.1459237396887898
Amygdala;DICE;STD;0.01722234714441177
Amygdala;HDRFDST;MEAN;53.502970599051174
Amygdala;HDRFDST;STD;9.758695459797146
GreyMatter;DICE;MEAN;0.6161404760304092
GreyMatter;DICE;STD;0.033943150761898744
GreyMatter;HDRFDST;MEAN;10.87031815696478
GreyMatter;HDRFDST;STD;13.372964636398388
Hippocampus;DICE;MEAN;0.10318558611769646
Hippocampus;DICE;STD;0.01956021384465183
Hippocampus;HDRFDST;MEAN;36.48421055277056
Hippocampus;HDRFDST;STD;1.1190980033515459
Thalamus;DICE;MEAN;0.27306391018101517
Thalamus;DICE;STD;0.03980442200994607
Thalamus;HDRFDST;MEAN;40.421577498361
Thalamus;HDRFDST;STD;2.7921447928063934
WhiteMatter;DICE;MEAN;0.7501517656896942
WhiteMatter;DICE;STD;0.039963950188006976
WhiteMatter;HDRFDST;MEAN;7.608543185209482
WhiteMatter;HDRFDST;STD;5.158494993581206
