LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.28743010734451135
Amygdala;DICE;STD;0.03610836694494113
Amygdala;HDRFDST;MEAN;18.883631215771448
Amygdala;HDRFDST;STD;3.808998832599212
GreyMatter;DICE;MEAN;0.6698049412330931
GreyMatter;DICE;STD;0.01739643074886373
GreyMatter;HDRFDST;MEAN;3.788507410707737
GreyMatter;HDRFDST;STD;1.321821318867475
Hippocampus;DICE;MEAN;0.21788415520301424
Hippocampus;DICE;STD;0.017446237025516467
Hippocampus;HDRFDST;MEAN;24.753830074490786
Hippocampus;HDRFDST;STD;2.011938528692027
Thalamus;DICE;MEAN;0.45924320323377377
Thalamus;DICE;STD;0.02574811358118979
Thalamus;HDRFDST;MEAN;40.15399933715261
Thalamus;HDRFDST;STD;1.598854975270498
WhiteMatter;DICE;MEAN;0.7953116815828214
WhiteMatter;DICE;STD;0.04237626617858992
WhiteMatter;HDRFDST;MEAN;3.3832483965783253
WhiteMatter;HDRFDST;STD;0.6735208141180129
