LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.09595157790330658
Amygdala;DICE;STD;0.013208609145092852
Amygdala;HDRFDST;MEAN;65.22080250617891
Amygdala;HDRFDST;STD;0.9470588418914733
GreyMatter;DICE;MEAN;0.3086954039673646
GreyMatter;DICE;STD;0.011768092074118454
GreyMatter;HDRFDST;MEAN;38.51478150097298
GreyMatter;HDRFDST;STD;0.5582167431290437
Hippocampus;DICE;MEAN;0.08758979510303991
Hippocampus;DICE;STD;0.009208990354256987
Hippocampus;HDRFDST;MEAN;62.655513286584686
Hippocampus;HDRFDST;STD;1.0893368600251845
Thalamus;DICE;MEAN;0.5455385876155748
Thalamus;DICE;STD;0.020354901000793475
Thalamus;HDRFDST;MEAN;28.688510461777156
Thalamus;HDRFDST;STD;16.430744580952595
WhiteMatter;DICE;MEAN;0.32967246299190567
WhiteMatter;DICE;STD;0.017722830526511073
WhiteMatter;HDRFDST;MEAN;44.67640332391606
WhiteMatter;HDRFDST;STD;0.720406856423549
