SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.09593840090501041;63.06346010171025
117122;GreyMatter;0.65147068664626;7.874007874011811
117122;Hippocampus;0.08401790738067862;60.14149981501958
117122;Thalamus;0.5099859094529192;16.0312195418814
117122;WhiteMatter;0.7340507843963207;7.0
117122-PP;Amygdala;0.07750168906238271;63.85138996137829
117122-PP;GreyMatter;0.6502046155580455;10.44030650891055
117122-PP;Hippocampus;0.0690322477034753;61.171888968708494
117122-PP;Thalamus;0.5091930951425131;14.45683229480096
117122-PP;WhiteMatter;0.733876255342933;7.3484692283495345
118528;Amygdala;0.0993529118964659;62.37788069500277
118528;GreyMatter;0.6091825833793127;8.0
118528;Hippocampus;0.0904837075607285;58.44655678480983
118528;Thalamus;0.5299955693398316;29.748949561287034
118528;WhiteMatter;0.6608843244084801;6.708203932499369
118528-PP;Amygdala;0.0796925172715773;63.0317380372777
118528-PP;GreyMatter;0.6077967890016615;10.0
118528-PP;Hippocampus;0.07587742996303308;59.50630218724736
118528-PP;Thalamus;0.5521749208066136;26.551836094703507
118528-PP;WhiteMatter;0.6630560172666154;7.0
118730;Amygdala;0.1237651735089531;64.20280367709809
118730;GreyMatter;0.6491011517508283;7.54983443527075
118730;Hippocampus;0.07981337998833625;61.603571325045756
118730;Thalamus;0.5235240067901138;14.7648230602334
118730;WhiteMatter;0.7069917030869252;7.0
118730-PP;Amygdala;0.10048173998759877;65.00769185258002
118730-PP;GreyMatter;0.6478249584128766;10.0
118730-PP;Hippocampus;0.06708398539384455;62.56196927846821
118730-PP;Thalamus;0.5388743007192602;13.601470508735444
118730-PP;WhiteMatter;0.7069051481380046;7.211102550927978
118932;Amygdala;0.11578947368421053;65.97726881282674
118932;GreyMatter;0.6637915926268548;7.483314773547883
118932;Hippocampus;0.0848731999490251;61.1228271597445
118932;Thalamus;0.5537643293919681;16.0312195418814
118932;WhiteMatter;0.6848840725157936;7.0
118932-PP;Amygdala;0.09384305835010061;66.49060083951716
118932-PP;GreyMatter;0.6624470689131483;10.0
118932-PP;Hippocampus;0.06956605291920392;62.14499175315739
118932-PP;Thalamus;0.566452910851251;13.92838827718412
118932-PP;WhiteMatter;0.6871626823280849;7.0710678118654755
120111;Amygdala;0.11669349275695562;64.35060217278468
120111;GreyMatter;0.6488115592689928;8.306623862918075
120111;Hippocampus;0.08670192959995103;60.8276253029822
120111;Thalamus;0.5213549337260678;30.083217912982647
120111;WhiteMatter;0.7293755883564687;6.0
120111-PP;Amygdala;0.09436389882633528;65.03076195155643
120111-PP;GreyMatter;0.6473550910027059;10.099504938362077
120111-PP;Hippocampus;0.07140517523747134;61.84658438426491
120111-PP;Thalamus;0.5396992877868636;25.612496949731394
120111-PP;WhiteMatter;0.7307165130384128;7.0
122317;Amygdala;0.11501377410468319;63.39558344238185
122317;GreyMatter;0.6378856604545287;7.3484692283495345
122317;Hippocampus;0.07463776938999148;59.472682804797024
122317;Thalamus;0.4933592185140674;29.427877939124322
122317;WhiteMatter;0.6700677633326073;7.0710678118654755
122317-PP;Amygdala;0.09330603441539159;64.13267497929586
122317-PP;GreyMatter;0.636369842405609;9.695359714832659
122317-PP;Hippocampus;0.0626655190677966;60.73713855624086
122317-PP;Thalamus;0.507612736382738;24.859605789312106
122317-PP;WhiteMatter;0.6720626430134452;7.14142842854285
122620;Amygdala;0.13295872892850222;62.65780079128216
122620;GreyMatter;0.6617773218556652;8.0
122620;Hippocampus;0.08457616619812265;59.3548650070068
122620;Thalamus;0.5414905585793779;16.15549442140351
122620;WhiteMatter;0.7198098184716933;7.0
122620-PP;Amygdala;0.10937648137028727;63.28506932918696
122620-PP;GreyMatter;0.6604080517402621;10.04987562112089
122620-PP;Hippocampus;0.07042814315158329;60.423505360083176
122620-PP;Thalamus;0.5605756038416132;14.317821063276353
122620-PP;WhiteMatter;0.7200326722783617;7.0
123117;Amygdala;0.12171942853546479;64.319514923544
123117;GreyMatter;0.5954017957424249;9.899494936611665
123117;Hippocampus;0.09244129877767043;61.326992425847855
123117;Thalamus;0.5417337606503556;12.449899597988733
123117;WhiteMatter;0.6358695603680805;20.0
123117-PP;Amygdala;0.09739054113357863;65.06919393998976
123117-PP;GreyMatter;0.5952040478795523;11.0
123117-PP;Hippocampus;0.07619351033464355;62.22539674441618
123117-PP;Thalamus;0.5524117224724234;11.832159566199232
123117-PP;WhiteMatter;0.6365760669044398;20.54263858417414
123925;Amygdala;0.11987667009249743;63.647466563878254
123925;GreyMatter;0.6373549613256843;8.246211251235321
123925;Hippocampus;0.08846997017755219;59.53990258641679
123925;Thalamus;0.5507555239828915;24.596747752497688
123925;WhiteMatter;0.724610201879597;6.4031242374328485
123925-PP;Amygdala;0.09661011277314861;64.20280367709809
123925-PP;GreyMatter;0.6355683162171267;10.0
123925-PP;Hippocampus;0.0734935364914698;60.54750201288241
123925-PP;Thalamus;0.5693772484803374;18.35755975068582
123925-PP;WhiteMatter;0.7249730308326574;7.0
124422;Amygdala;0.13578415726328832;65.1536645170477
124422;GreyMatter;0.5937578468032547;7.681145747868608
124422;Hippocampus;0.08598678506293539;61.814237842102365
124422;Thalamus;0.5289685553698922;29.29163703175362
124422;WhiteMatter;0.6321039671638493;7.681145747868608
124422-PP;Amygdala;0.11085315416429636;65.88626564011653
124422-PP;GreyMatter;0.59229667416137;10.344080432788601
124422-PP;Hippocampus;0.07144250463279041;62.76941930590086
124422-PP;Thalamus;0.54049135577798;22.20360331117452
124422-PP;WhiteMatter;0.6346770523726555;7.681145747868608
