LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.36645694802052187
Amygdala;DICE;STD;0.05686946818222425
Amygdala;HDRFDST;MEAN;12.017863910304863
Amygdala;HDRFDST;STD;1.2533742591069634
GreyMatter;DICE;MEAN;0.708470011072508
GreyMatter;DICE;STD;0.015390093827008011
GreyMatter;HDRFDST;MEAN;2.408162497242831
GreyMatter;HDRFDST;STD;0.7076393056304686
Hippocampus;DICE;MEAN;0.2987463105350605
Hippocampus;DICE;STD;0.04040542643896572
Hippocampus;HDRFDST;MEAN;14.770293180634804
Hippocampus;HDRFDST;STD;0.7337842721761044
Thalamus;DICE;MEAN;0.618716072138877
Thalamus;DICE;STD;0.0372537390716443
Thalamus;HDRFDST;MEAN;11.068072532442846
Thalamus;HDRFDST;STD;2.645329925847476
WhiteMatter;DICE;MEAN;0.804197200579094
WhiteMatter;DICE;STD;0.03600017222211669
WhiteMatter;HDRFDST;MEAN;3.361061126148404
WhiteMatter;HDRFDST;STD;0.6350339410567145
