LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3590413608195776
Amygdala;DICE;STD;0.054221968645608576
Amygdala;HDRFDST;MEAN;12.017340544522163
Amygdala;HDRFDST;STD;1.2383562641597592
GreyMatter;DICE;MEAN;0.7072749465635392
GreyMatter;DICE;STD;0.012175199640263453
GreyMatter;HDRFDST;MEAN;2.399854105744976
GreyMatter;HDRFDST;STD;0.583695358161243
Hippocampus;DICE;MEAN;0.2691426391382823
Hippocampus;DICE;STD;0.03543843560077431
Hippocampus;HDRFDST;MEAN;17.734492931719597
Hippocampus;HDRFDST;STD;2.384902609078142
Thalamus;DICE;MEAN;0.5739183150760704
Thalamus;DICE;STD;0.037328437744474516
Thalamus;HDRFDST;MEAN;15.344484171425638
Thalamus;HDRFDST;STD;2.5291906833744466
WhiteMatter;DICE;MEAN;0.8037078986912695
WhiteMatter;DICE;STD;0.031489139290238076
WhiteMatter;HDRFDST;MEAN;3.0520938641809052
WhiteMatter;HDRFDST;STD;0.6962205428090072
