LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.16201620895186758
Amygdala;DICE;STD;0.019602541634292526
Amygdala;HDRFDST;MEAN;32.261226868341424
Amygdala;HDRFDST;STD;1.6471918374632066
GreyMatter;DICE;MEAN;0.6192535346031731
GreyMatter;DICE;STD;0.020813753274688027
GreyMatter;HDRFDST;MEAN;8.024616732064848
GreyMatter;HDRFDST;STD;0.45335008929619763
Hippocampus;DICE;MEAN;0.10410331594947372
Hippocampus;DICE;STD;0.019513290241650154
Hippocampus;HDRFDST;MEAN;36.86641962576692
Hippocampus;HDRFDST;STD;1.8886778382952916
Thalamus;DICE;MEAN;0.2704228355604754
Thalamus;DICE;STD;0.03834434646753037
Thalamus;HDRFDST;MEAN;41.777289703480285
Thalamus;HDRFDST;STD;1.5026859390703373
WhiteMatter;DICE;MEAN;0.7534875821430763
WhiteMatter;DICE;STD;0.04064740267331909
WhiteMatter;HDRFDST;MEAN;5.524652936226796
WhiteMatter;HDRFDST;STD;1.969317123837764
