SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.09069287538036445;64.28063471995279
117122;GreyMatter;0.652839089057741;6.0
117122;Hippocampus;0.0905708178291505;61.644140029689765
117122;Thalamus;0.5003754091960236;21.0
117122;WhiteMatter;0.7477471422060374;8.246211251235321
117122-PP;Amygdala;0.07516053706946876;64.6297145282261
117122-PP;GreyMatter;0.6518414844420717;6.6332495807108
117122-PP;Hippocampus;0.07439071349148318;62.465990746965666
117122-PP;Thalamus;0.49928430987023203;16.822603841260722
117122-PP;WhiteMatter;0.7484595537452856;9.0
118528;Amygdala;0.08709615485312341;64.0
118528;GreyMatter;0.6069134026716092;5.0990195135927845
118528;Hippocampus;0.09973395963668863;60.315835400000886
118528;Thalamus;0.5199635580107301;33.075670817082454
118528;WhiteMatter;0.6592414692760858;8.0
118528-PP;Amygdala;0.07149820308748854;64.10148204214939
118528-PP;GreyMatter;0.6057534431211097;6.0
118528-PP;Hippocampus;0.08378524248888432;61.065538563088104
118528-PP;Thalamus;0.5408818331495552;31.38470965295043
118528-PP;WhiteMatter;0.6628550053097705;8.0
118730;Amygdala;0.1104945465931428;65.22269543648132
118730;GreyMatter;0.6518904542749505;6.324555320336759
118730;Hippocampus;0.08616801702136691;62.78534860936905
118730;Thalamus;0.5166062987292037;14.317821063276353
118730;WhiteMatter;0.7135602274382816;8.0
118730-PP;Amygdala;0.09188450466691866;65.49809157525127
118730-PP;GreyMatter;0.6507503794412528;7.0
118730-PP;Hippocampus;0.0723389149595664;63.58458932791813
118730-PP;Thalamus;0.5315597538837213;13.490737563232042
118730-PP;WhiteMatter;0.7130055860548318;8.94427190999916
118932;Amygdala;0.10232200307735348;67.05967491719595
118932;GreyMatter;0.6695450741462744;6.0
118932;Hippocampus;0.08955131222936724;62.3377895020348
118932;Thalamus;0.5451964452067961;21.307275752662516
118932;WhiteMatter;0.6911608226823417;8.0
118932-PP;Amygdala;0.08507347254447023;67.2532527094415
118932-PP;GreyMatter;0.6685194141983807;6.48074069840786
118932-PP;Hippocampus;0.07337466006790197;63.25345840347388
118932-PP;Thalamus;0.5579646223130136;16.881943016134134
118932-PP;WhiteMatter;0.690596850168109;8.306623862918075
120111;Amygdala;0.1050942224062953;65.31462317123173
120111;GreyMatter;0.6558666566073855;5.385164807134504
120111;Hippocampus;0.09550159751610195;62.37788069500277
120111;Thalamus;0.5108933414996938;32.61901286060018
120111;WhiteMatter;0.7401994756983156;7.280109889280518
120111-PP;Amygdala;0.08674830873974065;65.62011886609167
120111-PP;GreyMatter;0.6549890109215006;6.0
120111-PP;Hippocampus;0.07859663861709365;63.06346010171025
120111-PP;Thalamus;0.5287636579753433;27.313000567495326
120111-PP;WhiteMatter;0.7424655053750001;8.0
122317;Amygdala;0.10456197714663373;65.0
122317;GreyMatter;0.6487731274207759;6.0
122317;Hippocampus;0.07789663122361072;61.35144660071187
122317;Thalamus;0.48190232523139437;31.575306807693888
122317;WhiteMatter;0.6801732330437638;8.0
122317-PP;Amygdala;0.0867669500763026;65.13063795173512
122317-PP;GreyMatter;0.6477011989160903;6.4031242374328485
122317-PP;Hippocampus;0.06594758214006882;62.24146527838174
122317-PP;Thalamus;0.4955190911959609;27.23967694375247
122317-PP;WhiteMatter;0.6804245448356547;8.06225774829855
122620;Amygdala;0.11872304307910828;63.63961030678928
122620;GreyMatter;0.6649014758547592;6.6332495807108
122620;Hippocampus;0.09044465468306528;60.93439094632849
122620;Thalamus;0.5326161661437323;19.235384061671343
122620;WhiteMatter;0.7322496590615353;8.0
122620-PP;Amygdala;0.10007807304166787;64.02343321003646
122620-PP;GreyMatter;0.6640887994976464;7.0
122620-PP;Hippocampus;0.07554583689404984;61.886993787063204
122620-PP;Thalamus;0.549712356178089;16.492422502470642
122620-PP;WhiteMatter;0.7330202959996073;8.12403840463596
123117;Amygdala;0.10128129036762909;65.40642170307133
123117;GreyMatter;0.591348427534531;9.0
123117;Hippocampus;0.086497859182901;62.39390995922599
123117;Thalamus;0.5353148365568807;12.206555615733702
123117;WhiteMatter;0.635340559012027;23.0
123117-PP;Amygdala;0.0839370399464665;65.76473218982953
123117-PP;GreyMatter;0.5908974105138111;10.0
123117-PP;Hippocampus;0.07194455171853087;63.33245613427605
123117-PP;Thalamus;0.5453110402371057;12.083045973594572
123117-PP;WhiteMatter;0.6337023817785221;23.0
123925;Amygdala;0.10139258332029416;65.0
123925;GreyMatter;0.6459965114556567;5.744562646538029
123925;Hippocampus;0.0956539887938093;61.106464469808756
123925;Thalamus;0.5393173784551196;27.748873851023216
123925;WhiteMatter;0.7312878033227702;7.54983443527075
123925-PP;Amygdala;0.08379653145635295;65.12296062065974
123925-PP;GreyMatter;0.6446377871713896;6.0
123925-PP;Hippocampus;0.07959914981819459;61.84658438426491
123925-PP;Thalamus;0.555740533341405;25.357444666211933
123925-PP;WhiteMatter;0.7329178988154318;8.0
124422;Amygdala;0.12486607914290651;66.12866246946176
124422;GreyMatter;0.6121912411275034;5.0990195135927845
124422;Hippocampus;0.09304348771708516;63.39558344238185
124422;Thalamus;0.520072883684808;31.160872901765767
124422;WhiteMatter;0.6499202069579533;7.211102550927978
124422-PP;Amygdala;0.10419526858100785;66.3023378170031
124422-PP;GreyMatter;0.610591170415949;6.0
124422-PP;Hippocampus;0.07763410914395596;64.1482657598785
124422-PP;Thalamus;0.5306647022867264;26.248809496813376
124422-PP;WhiteMatter;0.6521521500254523;8.0
