LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3893550789440757
Amygdala;DICE;STD;0.041828434474525916
Amygdala;HDRFDST;MEAN;12.14878477042433
Amygdala;HDRFDST;STD;1.2276109326272056
GreyMatter;DICE;MEAN;0.7004349741497433
GreyMatter;DICE;STD;0.016219245576408636
GreyMatter;HDRFDST;MEAN;2.439376165278234
GreyMatter;HDRFDST;STD;0.7412448477206839
Hippocampus;DICE;MEAN;0.33272109702051295
Hippocampus;DICE;STD;0.021209419621940916
Hippocampus;HDRFDST;MEAN;13.935974657082454
Hippocampus;HDRFDST;STD;0.8880373624772663
Thalamus;DICE;MEAN;0.597000115865564
Thalamus;DICE;STD;0.027118657212173897
Thalamus;HDRFDST;MEAN;11.613236476511712
Thalamus;HDRFDST;STD;1.7414759661326915
WhiteMatter;DICE;MEAN;0.8023311830459722
WhiteMatter;DICE;STD;0.042712360970284274
WhiteMatter;HDRFDST;MEAN;3.0734683504026967
WhiteMatter;HDRFDST;STD;0.6736410758504318
