LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.35834831479203916
Amygdala;DICE;STD;0.05256209117266866
Amygdala;HDRFDST;MEAN;12.069993468822513
Amygdala;HDRFDST;STD;1.0321132024065205
GreyMatter;DICE;MEAN;0.7081795298375844
GreyMatter;DICE;STD;0.010878411006056748
GreyMatter;HDRFDST;MEAN;2.3012886896851414
GreyMatter;HDRFDST;STD;0.32259939046322483
Hippocampus;DICE;MEAN;0.26830092690137797
Hippocampus;DICE;STD;0.0350017556677743
Hippocampus;HDRFDST;MEAN;17.561637938862216
Hippocampus;HDRFDST;STD;2.094963699999412
Thalamus;DICE;MEAN;0.5709232649375153
Thalamus;DICE;STD;0.03499974500076857
Thalamus;HDRFDST;MEAN;18.46646257533429
Thalamus;HDRFDST;STD;3.1447988733427925
WhiteMatter;DICE;MEAN;0.805700318356838
WhiteMatter;DICE;STD;0.029328414630616296
WhiteMatter;HDRFDST;MEAN;3.444675047320973
WhiteMatter;HDRFDST;STD;0.695854739413514
