LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3671115124251568
Amygdala;DICE;STD;0.03936382270639369
Amygdala;HDRFDST;MEAN;12.303031186927692
Amygdala;HDRFDST;STD;1.2788368205070617
GreyMatter;DICE;MEAN;0.6880424846810718
GreyMatter;DICE;STD;0.016860234543551872
GreyMatter;HDRFDST;MEAN;2.933545867538249
GreyMatter;HDRFDST;STD;1.2224191764894967
Hippocampus;DICE;MEAN;0.3004235128839468
Hippocampus;DICE;STD;0.021809724378041736
Hippocampus;HDRFDST;MEAN;15.381547083044737
Hippocampus;HDRFDST;STD;0.8414329040855504
Thalamus;DICE;MEAN;0.6077162067264625
Thalamus;DICE;STD;0.024188856061365734
Thalamus;HDRFDST;MEAN;9.820649249439612
Thalamus;HDRFDST;STD;1.8587222276287414
WhiteMatter;DICE;MEAN;0.7996704912155277
WhiteMatter;DICE;STD;0.0420187422648069
WhiteMatter;HDRFDST;MEAN;3.270536669536156
WhiteMatter;HDRFDST;STD;0.7096406789491055
