LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.09695465816513993
Amygdala;DICE;STD;0.013586851658506647
Amygdala;HDRFDST;MEAN;65.20849601416032
Amygdala;HDRFDST;STD;0.9497618497488425
GreyMatter;DICE;MEAN;0.33315559408390594
GreyMatter;DICE;STD;0.0115689823715961
GreyMatter;HDRFDST;MEAN;35.012105635382014
GreyMatter;HDRFDST;STD;0.049588071661066185
Hippocampus;DICE;MEAN;0.07089675248016758
Hippocampus;DICE;STD;0.006843794114120689
Hippocampus;HDRFDST;MEAN;62.34681293561681
Hippocampus;HDRFDST;STD;1.0839357781737986
Thalamus;DICE;MEAN;0.539125815580117
Thalamus;DICE;STD;0.020160775632132873
Thalamus;HDRFDST;MEAN;28.656147546794916
Thalamus;HDRFDST;STD;16.20571528123086
WhiteMatter;DICE;MEAN;0.37593993961258376
WhiteMatter;DICE;STD;0.019712177567635117
WhiteMatter;HDRFDST;MEAN;32.72450665388594
WhiteMatter;HDRFDST;STD;0.5066204296858113
