LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3787611952862424
Amygdala;DICE;STD;0.041417929329919737
Amygdala;HDRFDST;MEAN;12.139683969981677
Amygdala;HDRFDST;STD;1.2562137990684314
GreyMatter;DICE;MEAN;0.7023932581178014
GreyMatter;DICE;STD;0.017293525373672715
GreyMatter;HDRFDST;MEAN;2.3806713909192494
GreyMatter;HDRFDST;STD;0.6945528982436144
Hippocampus;DICE;MEAN;0.31893948295136176
Hippocampus;DICE;STD;0.024526510433730893
Hippocampus;HDRFDST;MEAN;14.109635081907323
Hippocampus;HDRFDST;STD;0.9839704545412344
Thalamus;DICE;MEAN;0.5932125329952196
Thalamus;DICE;STD;0.028841466035111382
Thalamus;HDRFDST;MEAN;12.767375281984155
Thalamus;HDRFDST;STD;2.2900062028256754
WhiteMatter;DICE;MEAN;0.8013134928110967
WhiteMatter;DICE;STD;0.0426330795371224
WhiteMatter;HDRFDST;MEAN;2.8722901590529415
WhiteMatter;HDRFDST;STD;0.7415856270233604
