SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.08889498593867892;64.28063471995279
117122;GreyMatter;0.6479640171966471;8.0
117122;Hippocampus;0.08363710793582721;61.04096984812741
117122;Thalamus;0.5069577662068756;20.808652046684813
117122;WhiteMatter;0.7519971372312388;6.708203932499369
117122-PP;Amygdala;0.08835479059880343;64.319514923544
117122-PP;GreyMatter;0.6480577578441756;8.0
117122-PP;Hippocampus;0.08147097471999393;61.538605769061746
117122-PP;Thalamus;0.5085082332813979;20.12461179749811
117122-PP;WhiteMatter;0.7509491316669122;7.0
118528;Amygdala;0.08672717931152595;64.0
118528;GreyMatter;0.6053712778561182;7.0
118528;Hippocampus;0.09090436172577358;59.033888572581766
118528;Thalamus;0.5260627381999413;33.04542328371661
118528;WhiteMatter;0.6657341014373355;6.708203932499369
118528-PP;Amygdala;0.08715164180127097;64.00781202322104
118528-PP;GreyMatter;0.6053216428607334;7.0
118528-PP;Hippocampus;0.08931792247947878;59.841457201508724
118528-PP;Thalamus;0.5280930301023037;32.12475680841802
118528-PP;WhiteMatter;0.665522711870715;6.708203932499369
118730;Amygdala;0.10918811474005277;65.26101439603893
118730;GreyMatter;0.6495688064932669;8.0
118730;Hippocampus;0.0788279690950294;62.67375846396959
118730;Thalamus;0.5235729304571295;14.177446878757825
118730;WhiteMatter;0.7130445108961044;7.0
118730-PP;Amygdala;0.10923981016670378;65.27633568147036
118730-PP;GreyMatter;0.6497229837916525;8.0
118730-PP;Hippocampus;0.07748620872062269;63.095166217389426
118730-PP;Thalamus;0.5249711090982915;13.96424004376894
118730-PP;WhiteMatter;0.7124146136331002;8.0
118932;Amygdala;0.10073401749952728;67.06713054842886
118932;GreyMatter;0.666262615842231;7.211102550927978
118932;Hippocampus;0.08279789231305744;62.00806399170998
118932;Thalamus;0.5528174823391778;20.71231517720798
118932;WhiteMatter;0.6913503540465464;6.48074069840786
118932-PP;Amygdala;0.10084726829016791;67.07458535093602
118932-PP;GreyMatter;0.6664454627151901;7.280109889280518
118932-PP;Hippocampus;0.08067569264542415;62.65780079128216
118932-PP;Thalamus;0.5542034566267053;19.6468827043885
118932-PP;WhiteMatter;0.6900360588443322;7.0
120111;Amygdala;0.10423165604231656;65.31462317123173
120111;GreyMatter;0.649864831109546;7.0
120111;Hippocampus;0.087722286746677;61.35959582656978
120111;Thalamus;0.5173841059602649;32.55764119219941
120111;WhiteMatter;0.7458815320803037;5.916079783099616
120111-PP;Amygdala;0.10470654034540616;65.37583651472461
120111-PP;GreyMatter;0.649913322377343;7.0
120111-PP;Hippocampus;0.08592656509459046;61.87083319303208
120111-PP;Thalamus;0.5186372745490982;31.68595903550972
120111-PP;WhiteMatter;0.7454296817634156;6.0
122317;Amygdala;0.10336833492431474;65.0
122317;GreyMatter;0.6516451661520011;8.0
122317;Hippocampus;0.07209960273256903;60.315835400000886
122317;Thalamus;0.48863116130016787;31.54362059117501
122317;WhiteMatter;0.6883069233591549;6.0
122317-PP;Amygdala;0.10351529203177742;65.0
122317-PP;GreyMatter;0.6517422111310339;8.0
122317-PP;Hippocampus;0.07049799623665953;60.860496218811754
122317-PP;Thalamus;0.4902996615982973;31.25699921617557
122317-PP;WhiteMatter;0.6875633666534311;6.0
122620;Amygdala;0.11713075575362739;63.63961030678928
122620;GreyMatter;0.6593147477037907;8.0
122620;Hippocampus;0.08295111675743337;59.54829972383762
122620;Thalamus;0.5394262518554421;19.1049731745428
122620;WhiteMatter;0.7365424019023102;6.4031242374328485
122620-PP;Amygdala;0.11741902575873502;63.671029518926424
122620-PP;GreyMatter;0.6594398801700786;8.0
122620-PP;Hippocampus;0.08107666469974127;60.149812967290266
122620-PP;Thalamus;0.5410488575595528;17.916472867168917
122620-PP;WhiteMatter;0.7352966373323171;6.4031242374328485
123117;Amygdala;0.1008790792891672;65.4446330878247
123117;GreyMatter;0.5885655853314528;9.9498743710662
123117;Hippocampus;0.08110166847157725;61.91122676865643
123117;Thalamus;0.5427604786667503;11.874342087037917
123117;WhiteMatter;0.624171943068596;24.0
123117-PP;Amygdala;0.10108303249097472;65.49045732013177
123117-PP;GreyMatter;0.5891131121915125;10.0
123117-PP;Hippocampus;0.07970064976292433;62.313722405261586
123117-PP;Thalamus;0.5432029094557311;11.874342087037917
123117-PP;WhiteMatter;0.6239998071023434;24.0
123925;Amygdala;0.10062014447321793;65.0
123925;GreyMatter;0.6360307802161907;7.0710678118654755
123925;Hippocampus;0.08914620535714286;60.27437266367855
123925;Thalamus;0.5463728325821087;27.748873851023216
123925;WhiteMatter;0.7461360603266811;6.0
123925-PP;Amygdala;0.1006336444777543;65.0
123925-PP;GreyMatter;0.6361258812033754;7.0710678118654755
123925-PP;Hippocampus;0.08719084102892767;60.8276253029822
123925-PP;Thalamus;0.5483129512302932;27.367864366808018
123925-PP;WhiteMatter;0.7457379841834479;6.0
124422;Amygdala;0.12275418710878024;66.12866246946176
124422;GreyMatter;0.6103487789846699;7.0
124422;Hippocampus;0.08613175336412934;62.8410693734599
124422;Thalamus;0.5272226259689923;31.176914536239792
124422;WhiteMatter;0.6550259168933574;6.164414002968976
124422-PP;Amygdala;0.12295775124310794;66.15134163416491
124422-PP;GreyMatter;0.6103594636940385;7.0
124422-PP;Hippocampus;0.08460895370610293;63.4428877022476
124422-PP;Thalamus;0.5290006988120196;30.133038346638727
124422-PP;WhiteMatter;0.6548043063358512;6.164414002968976
