LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.09457851692452195
Amygdala;DICE;STD;0.012538426287937362
Amygdala;HDRFDST;MEAN;65.22883129808534
Amygdala;HDRFDST;STD;0.9484553157220681
GreyMatter;DICE;MEAN;0.6328131995368667
GreyMatter;DICE;STD;0.024556689921625498
GreyMatter;HDRFDST;MEAN;5.708113942577599
GreyMatter;HDRFDST;STD;1.1033744688686709
Hippocampus;DICE;MEAN;0.08518287210346334
Hippocampus;DICE;STD;0.009215496783823631
Hippocampus;HDRFDST;MEAN;62.82568368029465
Hippocampus;HDRFDST;STD;1.040898699949635
Thalamus;DICE;MEAN;0.5283500246677383
Thalamus;DICE;STD;0.021106716222735387
Thalamus;HDRFDST;MEAN;22.843174635993446
Thalamus;HDRFDST;STD;7.123157484536319
WhiteMatter;DICE;MEAN;0.6964568847383943
WhiteMatter;DICE;STD;0.04014546027652392
WhiteMatter;HDRFDST;MEAN;8.659491396861066
WhiteMatter;HDRFDST;STD;4.250083381263143
