LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3882563705340069
Amygdala;DICE;STD;0.039267884947333756
Amygdala;HDRFDST;MEAN;12.149466214814803
Amygdala;HDRFDST;STD;1.2611386502179949
GreyMatter;DICE;MEAN;0.7022531457250413
GreyMatter;DICE;STD;0.016379929566807096
GreyMatter;HDRFDST;MEAN;2.4848109435105976
GreyMatter;HDRFDST;STD;0.7910212228568672
Hippocampus;DICE;MEAN;0.3201252496987645
Hippocampus;DICE;STD;0.019108981087293385
Hippocampus;HDRFDST;MEAN;14.371659570608307
Hippocampus;HDRFDST;STD;0.869138186103109
Thalamus;DICE;MEAN;0.5987017835501911
Thalamus;DICE;STD;0.028975458143849202
Thalamus;HDRFDST;MEAN;11.269890085262187
Thalamus;HDRFDST;STD;1.9466837098278365
WhiteMatter;DICE;MEAN;0.8024668266717343
WhiteMatter;DICE;STD;0.042032701874328976
WhiteMatter;HDRFDST;MEAN;3.343743423265434
WhiteMatter;HDRFDST;STD;0.6475954905410898
