LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.38247833760811306
Amygdala;DICE;STD;0.041422012758849644
Amygdala;HDRFDST;MEAN;12.243188481208556
Amygdala;HDRFDST;STD;1.3432556769290562
GreyMatter;DICE;MEAN;0.6890878661103582
GreyMatter;DICE;STD;0.01736430830176162
GreyMatter;HDRFDST;MEAN;2.928840148463922
GreyMatter;HDRFDST;STD;1.2336512411317178
Hippocampus;DICE;MEAN;0.3266213805658005
Hippocampus;DICE;STD;0.02310446780555337
Hippocampus;HDRFDST;MEAN;14.47736880339427
Hippocampus;HDRFDST;STD;0.7783267504759036
Thalamus;DICE;MEAN;0.6220875065163695
Thalamus;DICE;STD;0.024132021705317596
Thalamus;HDRFDST;MEAN;8.707479514729231
Thalamus;HDRFDST;STD;1.9182806104871133
WhiteMatter;DICE;MEAN;0.8009666861612645
WhiteMatter;DICE;STD;0.04086042362676135
WhiteMatter;HDRFDST;MEAN;3.634344250288639
WhiteMatter;HDRFDST;STD;0.70110047096968
