SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.318179192421004;15.524174696260024
117122;GreyMatter;0.7020812786080975;2.23606797749979
117122;Hippocampus;0.27858990944372575;27.184554438136374
117122;Thalamus;0.4881716433911291;40.607881008493905
117122;WhiteMatter;0.8201461001916294;3.1622776601683795
117122-PP;Amygdala;0.2533769766262505;16.09347693943108
117122-PP;GreyMatter;0.7017238146866511;2.23606797749979
117122-PP;Hippocampus;0.21276962262061497;27.331300737432898
117122-PP;Thalamus;0.508385965972621;37.17526059088221
117122-PP;WhiteMatter;0.8192742728319778;3.0
118528;Amygdala;0.2853641799823547;34.322004603461025
118528;GreyMatter;0.6829303121904439;2.0
118528;Hippocampus;0.2136776167073404;37.656340767525464
118528;Thalamus;0.408842400144587;44.9221548904324
118528;WhiteMatter;0.748406242322989;4.47213595499958
118528-PP;Amygdala;0.2092378586600425;41.012193308819754
118528-PP;GreyMatter;0.6745919021023712;2.23606797749979
118528-PP;Hippocampus;0.1499351931860264;37.16180835212409
118528-PP;Thalamus;0.4391004936315437;42.2965719651132
118528-PP;WhiteMatter;0.7465222761468692;4.242640687119285
118730;Amygdala;0.34399743205649475;16.15549442140351
118730;GreyMatter;0.6971983561803048;2.8284271247461903
118730;Hippocampus;0.25200950636532904;28.442925306655784
118730;Thalamus;0.4606418780267586;33.52610922848042
118730;WhiteMatter;0.82451292263296;2.23606797749979
118730-PP;Amygdala;0.2841220698805838;20.639767440550294
118730-PP;GreyMatter;0.6967714737218367;2.8284271247461903
118730-PP;Hippocampus;0.2010989010989011;30.0
118730-PP;Thalamus;0.4853104051296998;29.427877939124322
118730-PP;WhiteMatter;0.8237745035451938;2.23606797749979
118932;Amygdala;0.33376339260672017;16.673332000533065
118932;GreyMatter;0.7145568016642441;2.449489742783178
118932;Hippocampus;0.2730609790829404;28.460498941515414
118932;Thalamus;0.4964930527775555;39.05124837953327
118932;WhiteMatter;0.8161208664587569;3.1622776601683795
118932-PP;Amygdala;0.2674152256905457;16.34013463836819
118932-PP;GreyMatter;0.7133659109779866;2.449489742783178
118932-PP;Hippocampus;0.21267873580853022;29.427877939124322
118932-PP;Thalamus;0.5194475044487755;36.22154055254967
118932-PP;WhiteMatter;0.8154863308913418;3.0
120111;Amygdala;0.37896802493362575;23.021728866442675
120111;GreyMatter;0.7040713112122529;2.23606797749979
120111;Hippocampus;0.2584603325344066;28.861739379323623
120111;Thalamus;0.4563777453550078;38.47076812334269
120111;WhiteMatter;0.8225935515769751;2.8284271247461903
