LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.09707573986464903
Amygdala;DICE;STD;0.013372141189846918
Amygdala;HDRFDST;MEAN;65.21226858153076
Amygdala;HDRFDST;STD;0.9539530650378296
GreyMatter;DICE;MEAN;0.3337678851042387
GreyMatter;DICE;STD;0.011973039176749793
GreyMatter;HDRFDST;MEAN;35.00855718977443
GreyMatter;HDRFDST;STD;0.030388983086888262
Hippocampus;DICE;MEAN;0.08738718320527189
Hippocampus;DICE;STD;0.009117544187938791
Hippocampus;HDRFDST;MEAN;62.53734058345609
Hippocampus;HDRFDST;STD;1.0153978278570779
Thalamus;DICE;MEAN;0.5393720503023175
Thalamus;DICE;STD;0.02018634430371319
Thalamus;HDRFDST;MEAN;28.631075128491972
Thalamus;HDRFDST;STD;16.27610324944667
WhiteMatter;DICE;MEAN;0.3291096054623197
WhiteMatter;DICE;STD;0.017958405953596577
WhiteMatter;HDRFDST;MEAN;45.76240034861407
WhiteMatter;HDRFDST;STD;0.8079073790766796
